1482743095828,12/26/2016 09:04:55,2
1482743105828.0,12/26/2016 09:05:05,0
1482743115828.0,12/26/2016 09:05:15,0
1482743125828.0,12/26/2016 09:05:25,0
1482743135828.0,12/26/2016 09:05:35,0
1482743145828.0,12/26/2016 09:05:45,0
1482743155828.0,12/26/2016 09:05:55,1
1482743165828.0,12/26/2016 09:06:05,0
1482743175828.0,12/26/2016 09:06:15,0
1482743185828.0,12/26/2016 09:06:25,0
1482743195828.0,12/26/2016 09:06:35,0
1482743205828.0,12/26/2016 09:06:45,0
1482743215828.0,12/26/2016 09:06:55,2
1482743225828.0,12/26/2016 09:07:05,0
1482743235828.0,12/26/2016 09:07:15,1
1482743245828.0,12/26/2016 09:07:25,0
1482743255828.0,12/26/2016 09:07:35,0
1482743265828.0,12/26/2016 09:07:45,0
1482743275828.0,12/26/2016 09:07:55,0
1482743285828.0,12/26/2016 09:08:05,0
1482743295828.0,12/26/2016 09:08:15,1
1482743305828.0,12/26/2016 09:08:25,0
1482743315828.0,12/26/2016 09:08:35,0
1482743325828.0,12/26/2016 09:08:45,0
1482743335828.0,12/26/2016 09:08:55,0
1482743345828.0,12/26/2016 09:09:05,0
1482743355828.0,12/26/2016 09:09:15,0
1482743365828.0,12/26/2016 09:09:25,1
1482743375828.0,12/26/2016 09:09:35,0
1482743385828.0,12/26/2016 09:09:45,0
1482743395828.0,12/26/2016 09:09:55,0
1482743405828.0,12/26/2016 09:10:05,3
1482743415828.0,12/26/2016 09:10:15,0
1482743425828.0,12/26/2016 09:10:25,0
1482743435828.0,12/26/2016 09:10:35,0
1482743445828.0,12/26/2016 09:10:45,0
1482743455828.0,12/26/2016 09:10:55,0
1482743465828.0,12/26/2016 09:11:05,0
1482743475828.0,12/26/2016 09:11:15,0
1482743485828.0,12/26/2016 09:11:25,1
1482743495828.0,12/26/2016 09:11:35,0
1482743505828.0,12/26/2016 09:11:45,1
1482743515828.0,12/26/2016 09:11:55,0
1482743525828.0,12/26/2016 09:12:05,0
1482743535828.0,12/26/2016 09:12:15,0
1482743545828.0,12/26/2016 09:12:25,0
1482743555828.0,12/26/2016 09:12:35,0
1482743565828.0,12/26/2016 09:12:45,1
1482743575828.0,12/26/2016 09:12:55,0
1482743585828.0,12/26/2016 09:13:05,0
1482743595828.0,12/26/2016 09:13:15,1
1482743605828.0,12/26/2016 09:13:25,1
1482743615828.0,12/26/2016 09:13:35,0
1482743625828.0,12/26/2016 09:13:45,0
1482743635828.0,12/26/2016 09:13:55,1
1482743645828.0,12/26/2016 09:14:05,0
1482743655828.0,12/26/2016 09:14:15,1
1482743665828.0,12/26/2016 09:14:25,0
1482743675828.0,12/26/2016 09:14:35,0
1482743685828.0,12/26/2016 09:14:45,0
1482743695828.0,12/26/2016 09:14:55,1
1482743705828.0,12/26/2016 09:15:05,0
1482743715828.0,12/26/2016 09:15:15,0
1482743725828.0,12/26/2016 09:15:25,1
1482743735828.0,12/26/2016 09:15:35,0
1482743745828.0,12/26/2016 09:15:45,0
1482743755828.0,12/26/2016 09:15:55,0
1482743765828.0,12/26/2016 09:16:05,1
1482743775828.0,12/26/2016 09:16:15,1
1482743785828.0,12/26/2016 09:16:25,0
1482743795828.0,12/26/2016 09:16:35,0
1482743805828.0,12/26/2016 09:16:45,0
1482743815828.0,12/26/2016 09:16:55,2
1482743825828.0,12/26/2016 09:17:05,0
1482743835828.0,12/26/2016 09:17:15,0
1482743845828.0,12/26/2016 09:17:25,1
1482743855828.0,12/26/2016 09:17:35,1
1482743865828.0,12/26/2016 09:17:45,0
1482743875828.0,12/26/2016 09:17:55,0
1482743885828.0,12/26/2016 09:18:05,1
1482743895828.0,12/26/2016 09:18:15,1
1482743905828.0,12/26/2016 09:18:25,1
